Source.Name,Date,Time,震央地名,Lat,Long,Depth,M,最大震度
地震リスト (1).csv,12/31/2009,18:03:07,京都府南部,35°01.0'N,135°33.5'E,14,3,震度２
地震リスト (1).csv,12/31/2009,15:53:24,伊豆半島東方沖,35°01.2'N,139°07.3'E,6,2.6,震度１
地震リスト (1).csv,12/31/2009,15:45:40,伊豆半島東方沖,35°01.1'N,139°07.5'E,6,3,震度２
地震リスト (1).csv,12/31/2009,15:29:32,栃木県北部,36°38.0'N,139°28.1'E,10,2.9,震度２
地震リスト (1).csv,12/31/2009,7:58:15,千葉県北西部,35°40.0'N,140°01.0'E,18,2.5,震度１
地震リスト (1).csv,12/31/2009,7:05:39,岩手県沖,39°06.1'N,142°12.4'E,43,3.8,震度１
地震リスト (1).csv,12/31/2009,6:32:50,日高地方中部,42°17.9'N,142°37.7'E,37,3.6,震度１
地震リスト (1).csv,12/30/2009,19:07:27,浦河沖,41°37.9'N,142°08.8'E,38,3.8,震度１
地震リスト (1).csv,12/30/2009,18:49:24,トカラ列島近海,29°40.5'N,129°46.4'E,11,2.2,震度１
地震リスト (1).csv,12/30/2009,10:45:09,新潟県上越地方,37°00.6'N,138°15.2'E,7,1.6,震度１
地震リスト (1).csv,12/30/2009,4:23:03,浦河沖,41°50.2'N,142°12.1'E,72,4.8,震度３
地震リスト (1).csv,12/29/2009,21:06:17,千葉県東方沖,35°24.1'N,140°24.7'E,57,3.2,震度１
地震リスト (1).csv,12/29/2009,16:08:08,茨城県沖,36°31.5'N,140°53.3'E,50,3.1,震度１
地震リスト (1).csv,12/29/2009,12:04:13,埼玉県南部,36°01.0'N,139°31.8'E,57,3.7,震度１
地震リスト (1).csv,12/29/2009,3:29:08,根室半島南東沖,43°16.7'N,146°09.9'E,45,3.5,震度１
地震リスト (1).csv,12/29/2009,3:18:17,岩手県沖,40°07.5'N,142°28.0'E,35,3.9,震度１
地震リスト (1).csv,12/28/2009,13:13:28,トカラ列島近海,28°02.5'N,128°28.3'E,81,4.6,震度１
地震リスト (1).csv,12/28/2009,12:36:03,宮城県北部,38°48.5'N,140°48.5'E,5,2,震度１
地震リスト (1).csv,12/28/2009,9:12:49,釧路地方中南部,43°10.4'N,144°38.6'E,85,5,震度４
地震リスト (1).csv,12/28/2009,1:54:09,兵庫県南西部,34°54.2'N,134°44.7'E,13,3,震度１
地震リスト (1).csv,12/28/2009,0:23:30,福島県沖,37°49.3'N,141°29.4'E,60,4.1,震度２
地震リスト (1).csv,12/27/2009,19:29:40,茨城県南部,36°04.4'N,139°50.2'E,51,3.1,震度１
地震リスト (1).csv,12/27/2009,18:54:20,静岡県伊豆地方,34°57.8'N,139°07.3'E,4,2,震度１
地震リスト (1).csv,12/27/2009,6:26:54,岩手県内陸南部,39°07.5'N,140°55.9'E,7,3.4,震度１
地震リスト (1).csv,12/26/2009,22:34:02,千葉県南部,35°15.1'N,140°18.3'E,14,2.2,震度１
地震リスト (1).csv,12/26/2009,20:01:08,茨城県北部,36°28.5'N,140°31.2'E,57,3.3,震度１
地震リスト (1).csv,12/26/2009,19:48:32,岐阜県美濃中西部,35°26.4'N,136°48.1'E,7,3,震度２
地震リスト (1).csv,12/26/2009,10:16:34,北見地方,43°43.8'N,143°26.4'E,7,3.3,震度１
地震リスト (1).csv,12/26/2009,3:02:54,長野県南部,35°52.2'N,137°37.7'E,8,2.2,震度１
地震リスト (1).csv,12/26/2009,0:44:42,長野県南部,35°56.1'N,137°39.4'E,10,2.5,震度１
地震リスト (1).csv,12/25/2009,20:06:27,山形県最上地方,38°47.7'N,140°35.0'E,4,2.4,震度２
地震リスト (1).csv,12/25/2009,15:03:11,三宅島近海,34°05.6'N,139°30.4'E,0,1.5,震度１
地震リスト (1).csv,12/25/2009,11:05:28,静岡県伊豆地方,34°58.0'N,139°07.7'E,6,2,震度１
地震リスト (1).csv,12/25/2009,3:58:41,豊後水道,33°23.8'N,132°22.6'E,42,3.1,震度１
地震リスト (1).csv,12/25/2009,1:33:45,岐阜県美濃中西部,35°45.5'N,137°06.8'E,11,3.2,震度２
地震リスト (1).csv,12/24/2009,19:23:04,宮城県北部,38°28.1'N,141°10.0'E,12,2.9,震度２
地震リスト (1).csv,12/24/2009,14:36:39,長野県北部,36°41.9'N,138°14.1'E,10,2,震度１
地震リスト (1).csv,12/24/2009,11:49:08,根室半島南東沖,42°57.4'N,146°43.6'E,59,4.2,震度１
地震リスト (1).csv,12/24/2009,9:23:36,日本海北部,42°07.0'N,135°02.8'E,387,6.1,震度２
地震リスト (1).csv,12/24/2009,9:18:55,秋田県内陸南部,39°11.8'N,140°47.0'E,6,3.1,震度１
地震リスト (1).csv,12/24/2009,7:22:31,千葉県南部,35°14.5'N,140°17.7'E,16,4.3,震度３
