Source.Name,Date,Time,震央地名,Lat,Long,Depth,M,最大震度
地震リスト (1).csv,11/30/2020,22:23:06,三宅島近海,34°04.8'N,139°23.2'E,12,3.3,震度１
地震リスト (1).csv,11/30/2020,18:57:30,三宅島近海,34°04.8'N,139°23.3'E,12,2.9,震度１
地震リスト (1).csv,11/30/2020,17:13:52,三宅島近海,34°05.0'N,139°23.4'E,12,3,震度１
地震リスト (1).csv,11/30/2020,0:40:21,千葉県南東沖,34°40.5'N,140°10.9'E,62,3.5,震度１
地震リスト (1).csv,11/29/2020,22:42:15,台湾付近,24°07.7'N,122°15.6'E,35,4.9,震度１
地震リスト (1).csv,11/29/2020,2:04:31,石川県加賀地方,36°17.6'N,136°36.2'E,9,2.5,震度２
地震リスト (1).csv,11/28/2020,21:28:11,岐阜県飛騨地方,36°00.6'N,137°34.6'E,6,2.8,震度２
地震リスト (1).csv,11/28/2020,17:23:31,岐阜県飛騨地方,36°01.5'N,137°33.3'E,7,2.2,震度１
地震リスト (1).csv,11/28/2020,8:22:14,広島県北部,35°00.8'N,132°56.2'E,7,2.1,震度１
地震リスト (1).csv,11/28/2020,7:33:40,秋田県沖,40°03.7'N,139°56.0'E,14,2.9,震度１
地震リスト (1).csv,11/28/2020,5:59:24,千葉県北東部,35°22.9'N,140°22.3'E,28,2.3,震度１
地震リスト (1).csv,11/28/2020,5:06:27,岩手県沖,39°52.3'N,142°17.3'E,32,3.3,震度１
地震リスト (1).csv,11/27/2020,17:43:39,茨城県北部,36°45.6'N,140°33.9'E,9,3.4,震度１
地震リスト (1).csv,11/27/2020,11:35:03,四国沖,33°18.9'N,134°59.4'E,25,3.4,震度１
地震リスト (1).csv,11/27/2020,5:54:31,岩手県沿岸北部,39°45.6'N,141°49.9'E,59,4,震度２
地震リスト (1).csv,11/27/2020,4:31:38,千葉県東方沖,35°40.0'N,140°45.9'E,46,3.4,震度１
地震リスト (1).csv,11/27/2020,1:55:00,宮城県沖,38°47.2'N,141°37.6'E,68,3.2,震度１
地震リスト (1).csv,11/26/2020,16:00:05,日高地方東部,42°20.2'N,143°00.0'E,52,3.2,震度１
地震リスト (1).csv,11/26/2020,13:56:17,京都府南部,35°03.9'N,135°37.1'E,12,2.8,震度１
地震リスト (1).csv,11/26/2020,4:31:32,茨城県南部,36°19.2'N,140°00.9'E,73,3.2,震度１
地震リスト (1).csv,11/26/2020,2:33:13,岩手県沖,40°02.4'N,141°55.3'E,10,2.7,震度１
地震リスト (1).csv,11/25/2020,18:53:54,奄美大島近海,28°23.1'N,129°29.9'E,38,3.3,震度１
地震リスト (1).csv,11/25/2020,11:20:19,茨城県南部,36°02.6'N,139°53.5'E,44,4.3,震度３
地震リスト (1).csv,11/25/2020,3:11:11,宮城県沖,38°53.5'N,142°02.3'E,54,3.5,震度１
地震リスト (1).csv,11/24/2020,11:34:05,宮城県沖,38°32.4'N,141°44.1'E,52,3.7,震度１
地震リスト (1).csv,11/24/2020,0:11:24,茨城県沖,36°41.0'N,140°58.3'E,17,3.5,震度１
地震リスト (1).csv,11/23/2020,6:29:16,長野県南部,35°49.4'N,137°34.4'E,4,2.2,震度２
地震リスト (1).csv,11/23/2020,5:33:10,豊後水道,33°09.8'N,132°15.3'E,40,3.4,震度２
地震リスト (1).csv,11/23/2020,1:24:47,奄美大島近海,27°35.3'N,128°50.1'E,17,3,震度１
地震リスト (1).csv,11/22/2020,19:05:54,茨城県沖,36°35.4'N,141°06.0'E,45,5.7,震度５弱
地震リスト (1).csv,11/22/2020,5:05:58,岩手県沖,40°22.0'N,142°11.9'E,46,3.8,震度１
地震リスト (1).csv,11/22/2020,4:11:33,トカラ列島近海,29°38.4'N,129°48.6'E,10,2.4,震度１
地震リスト (1).csv,11/21/2020,21:06:44,石川県能登地方,37°11.4'N,136°41.9'E,11,3,震度１
地震リスト (1).csv,11/21/2020,14:44:36,岩手県沖,39°55.6'N,142°24.4'E,36,3.4,震度１
地震リスト (1).csv,11/21/2020,7:20:45,宮城県北部,38°37.6'N,140°57.8'E,95,4.2,震度２
地震リスト (1).csv,11/21/2020,3:01:24,岩手県沖,40°07.9'N,142°29.1'E,38,4.5,震度２
地震リスト (1).csv,11/21/2020,2:54:23,日向灘,32°33.7'N,132°01.2'E,36,3.3,震度１
地震リスト (1).csv,11/19/2020,15:22:57,奄美大島近海,27°33.8'N,128°52.6'E,15,2.9,震度１
地震リスト (1).csv,11/19/2020,9:54:55,愛知県西部,35°01.0'N,136°52.1'E,37,3,震度１
地震リスト (1).csv,11/19/2020,8:52:29,宮城県沖,38°46.5'N,141°47.3'E,62,3.1,震度１
地震リスト (1).csv,11/18/2020,22:42:45,千葉県南部,35°15.1'N,140°19.8'E,18,2.9,震度１
地震リスト (1).csv,11/18/2020,15:18:03,福島県沖,37°24.4'N,141°30.5'E,40,4,震度２
地震リスト (1).csv,11/18/2020,15:02:33,十勝沖,42°20.4'N,143°53.0'E,65,3.2,震度１
